data1;dato2;dato3;dato4;time
02.26186;285970;164;0;03.29.04.527
02.26083;285971;164;0;03.29.04.527
02.26134;285972;164;0;03.29.04.527
02.25722;285973;164;0;03.29.04.527
02.26083;285974;164;0;03.29.04.527
02.26134;285975;164;0;03.29.04.527
02.26031;285976;164;0;03.29.04.539
02.26186;285977;164;0;03.29.04.539
02.26134;285978;164;0;03.29.04.539
02.26341;285979;164;0;03.29.04.539
02.25001;285980;164;1;03.29.04.584
02.25980;285981;164;1;03.29.04.584
02.25001;285982;164;1;03.29.04.584
02.26083;285983;164;1;03.29.04.584
02.26186;285984;164;1;03.29.04.584
02.26186;285985;164;1;03.29.04.584
02.26134;285986;164;1;03.29.04.584
02.26031;285987;164;1;03.29.04.595
02.26289;285988;164;1;03.29.04.595
02.26341;285989;164;1;03.29.04.595
02.30240;285990;163;1;03.29.04.628
02.30187;285991;163;1;03.29.04.628
02.30083;285992;163;1;03.29.04.628
02.29821;285993;163;1;03.29.04.628
02.29978;285994;163;1;03.29.04.628
02.29821;285995;163;1;03.29.04.639
02.29874;285996;163;1;03.29.04.639
02.29665;285997;163;1;03.29.04.639
02.29508;285998;163;1;03.29.04.639
02.29612;285999;163;1;03.29.04.639
02.29299;286000;163;1;03.29.04.684
02.29195;286001;163;1;03.29.04.684
02.29299;286002;163;1;03.29.04.684
02.28987;286003;163;1;03.29.04.684
02.28778;286004;163;1;03.29.04.684
02.28570;286005;163;1;03.29.04.695
02.28206;286006;163;1;03.29.04.695
02.27324;286007;163;1;03.29.04.695
02.27998;286008;163;1;03.29.04.695
02.27739;286009;163;1;03.29.04.695
02.27895;286010;163;1;03.29.04.728
02.27324;286011;163;1;03.29.04.728
02.27480;286012;163;1;03.29.04.728
02.27532;286013;163;1;03.29.04.739
02.27065;286014;163;1;03.29.04.739
02.27376;286015;163;1;03.29.04.739
02.27065;286016;163;1;03.29.04.739
02.27169;286017;163;1;03.29.04.739
02.26652;286018;163;1;03.29.04.739
02.26858;286019;163;1;03.29.04.739
02.26445;286020;163;1;03.29.04.772
02.26496;286021;163;1;03.29.04.772
02.26600;286022;163;1;03.29.04.783
02.26445;286023;163;1;03.29.04.783
02.26290;286024;163;1;03.29.04.783
02.26238;286025;163;1;03.29.04.783
02.26238;286026;163;1;03.29.04.783
02.26187;286027;163;1;03.29.04.783
02.26238;286028;163;1;03.29.04.783
02.26083;286029;163;1;03.29.04.783
02.25053;286030;163;1;03.29.04.837
02.26238;286031;163;1;03.29.04.837
02.25259;286032;163;1;03.29.04.837
02.26238;286033;163;1;03.29.04.837
02.26083;286034;163;1;03.29.04.837
02.26083;286035;163;1;03.29.04.837
02.26135;286036;163;1;03.29.04.837
02.25671;286037;163;1;03.29.04.837
02.26032;286038;163;1;03.29.04.837
02.26032;286039;163;1;03.29.04.837
02.25877;286040;163;1;03.29.04.881
02.25980;286041;163;1;03.29.04.881
02.25774;286042;163;1;03.29.04.881
02.25929;286043;163;1;03.29.04.881
02.25929;286044;163;1;03.29.04.881
02.25774;286045;163;1;03.29.04.881
02.26083;286046;163;1;03.29.04.881
02.25980;286047;163;1;03.29.04.881
02.25929;286048;163;1;03.29.04.881
02.25877;286049;163;1;03.29.04.881
02.25774;286050;163;0;03.29.04.935
02.26032;286051;163;0;03.29.04.935
02.25877;286052;163;0;03.29.04.935
02.25826;286053;163;0;03.29.04.935
02.26032;286054;163;0;03.29.04.935
02.26083;286055;163;0;03.29.04.935
02.25980;286056;163;0;03.29.04.935
02.25311;286057;163;0;03.29.04.935
02.25723;286058;163;0;03.29.04.935
02.25877;286059;163;0;03.29.04.935
02.25826;286060;163;0;03.29.04.979
02.25826;286061;163;0;03.29.04.979
02.25774;286062;163;0;03.29.04.979
02.26032;286063;163;0;03.29.04.979
02.25774;286064;163;0;03.29.04.979
02.25929;286065;163;0;03.29.04.979
02.25826;286066;163;0;03.29.04.979
02.25980;286067;163;0;03.29.04.979
02.25877;286068;163;0;03.29.04.979
02.26135;286069;163;0;03.29.04.990
02.25671;286070;163;0;03.29.05.023
02.26032;286071;163;0;03.29.05.023
02.26032;286072;163;0;03.29.05.023
02.25826;286073;163;0;03.29.05.023
02.25826;286074;163;0;03.29.05.023
02.25929;286075;163;0;03.29.05.023
02.25826;286076;163;0;03.29.05.023
02.25877;286077;163;0;03.29.05.034
02.25671;286078;163;0;03.29.05.034
02.25929;286079;163;0;03.29.05.034
02.25877;286080;163;0;03.29.05.078
02.25929;286081;163;0;03.29.05.078
02.25774;286082;163;0;03.29.05.078
02.25671;286083;163;0;03.29.05.078
02.25929;286084;163;0;03.29.05.078
02.25929;286085;163;0;03.29.05.078
02.25980;286086;163;0;03.29.05.090
02.26135;286087;163;0;03.29.05.090
02.25980;286088;163;0;03.29.05.090
02.26083;286089;163;0;03.29.05.090
02.25723;286090;163;0;03.29.05.122
02.25826;286091;163;0;03.29.05.122
02.25877;286092;163;0;03.29.05.122
02.25619;286093;163;0;03.29.05.122
02.25929;286094;163;0;03.29.05.133
02.25877;286095;163;0;03.29.05.133
02.25826;286096;163;0;03.29.05.133
02.26342;286097;163;0;03.29.05.133
02.25877;286098;163;0;03.29.05.133
02.25929;286099;163;0;03.29.05.133
02.25980;286100;163;0;03.29.05.177
02.26238;286101;163;0;03.29.05.177
02.25671;286102;163;0;03.29.05.177
02.25980;286103;163;0;03.29.05.188
02.25877;286104;163;0;03.29.05.188
02.26135;286105;163;0;03.29.05.188
02.25774;286106;163;0;03.29.05.188
02.25877;286107;163;0;03.29.05.188
02.25877;286108;163;0;03.29.05.188
02.25929;286109;163;0;03.29.05.188
02.26135;286110;163;0;03.29.05.221
02.26135;286111;163;0;03.29.05.232
02.25877;286112;163;0;03.29.05.232
02.25929;286113;163;0;03.29.05.232
02.25826;286114;163;0;03.29.05.232
02.26032;286115;163;0;03.29.05.232
02.25877;286116;163;0;03.29.05.232
02.25980;286117;163;0;03.29.05.232
02.25516;286118;163;0;03.29.05.232
02.25774;286119;163;0;03.29.05.232
02.25826;286120;163;0;03.29.05.276
02.25826;286121;163;0;03.29.05.276
02.25980;286122;163;0;03.29.05.276
02.25980;286123;163;0;03.29.05.276
02.25826;286124;163;0;03.29.05.276
02.25826;286125;163;0;03.29.05.276
02.25877;286126;163;0;03.29.05.276
02.26135;286127;163;0;03.29.05.276
02.25877;286128;163;0;03.29.05.276
02.25826;286129;163;0;03.29.05.276
02.25980;286130;163;0;03.29.05.330
02.26083;286131;163;0;03.29.05.330
02.25619;286132;163;0;03.29.05.330
02.26238;286133;163;0;03.29.05.330
02.25465;286134;163;0;03.29.05.330
02.26032;286135;163;0;03.29.05.330
02.25877;286136;163;0;03.29.05.330
02.25877;286137;163;0;03.29.05.330
02.25929;286138;163;0;03.29.05.330
02.26187;286139;163;0;03.29.05.330
02.25980;286140;163;0;03.29.05.374
02.25980;286141;163;0;03.29.05.374
02.26135;286142;163;0;03.29.05.374
02.25826;286143;163;0;03.29.05.374
02.25929;286144;163;0;03.29.05.374
02.26032;286145;163;0;03.29.05.374
02.25980;286146;163;0;03.29.05.374
02.26135;286147;163;0;03.29.05.374
02.26135;286148;163;0;03.29.05.374
02.26135;286149;163;0;03.29.05.385
02.25671;286150;163;0;03.29.05.429
02.25877;286151;163;0;03.29.05.429
02.26032;286152;163;0;03.29.05.429
02.26083;286153;163;0;03.29.05.429
02.26032;286154;163;0;03.29.05.429
02.26135;286155;163;0;03.29.05.429
02.26135;286156;163;0;03.29.05.429
02.25516;286157;163;0;03.29.05.429
02.25723;286158;163;0;03.29.05.440
02.25826;286159;163;0;03.29.05.440
02.25929;286160;163;0;03.29.05.472
02.25671;286161;163;0;03.29.05.472
02.25980;286162;163;0;03.29.05.472
02.26238;286163;163;0;03.29.05.472
02.25826;286164;163;0;03.29.05.472
02.25929;286165;163;0;03.29.05.472
02.26135;286166;163;0;03.29.05.483
02.26032;286167;163;0;03.29.05.483
02.25826;286168;163;0;03.29.05.483
02.25929;286169;163;0;03.29.05.483
02.25774;286170;163;0;03.29.05.516
02.26187;286171;163;0;03.29.05.516
02.25929;286172;163;0;03.29.05.516
02.25877;286173;163;0;03.29.05.516
02.25877;286174;163;0;03.29.05.516
02.25826;286175;163;0;03.29.05.516
02.25671;286176;163;0;03.29.05.528
02.25671;286177;163;0;03.29.05.528
02.25774;286178;163;0;03.29.05.528
02.25877;286179;163;0;03.29.05.528
02.25980;286180;163;0;03.29.05.572
02.25671;286181;163;0;03.29.05.572
02.25671;286182;163;0;03.29.05.572
02.26032;286183;163;0;03.29.05.572
02.26032;286184;163;0;03.29.05.583
02.25980;286185;163;0;03.29.05.583
02.26032;286186;163;0;03.29.05.583
02.25929;286187;163;0;03.29.05.583
02.25877;286188;163;0;03.29.05.583
02.25774;286189;163;0;03.29.05.583
02.25929;286190;163;0;03.29.05.616
02.25723;286191;163;0;03.29.05.616
02.25774;286192;163;0;03.29.05.616
02.25568;286193;163;0;03.29.05.627
02.26083;286194;163;0;03.29.05.627
02.25980;286195;163;0;03.29.05.627
02.26342;286196;163;0;03.29.05.627
02.25980;286197;163;0;03.29.05.627
02.25980;286198;163;0;03.29.05.627
02.26083;286199;163;0;03.29.05.627
02.25465;286200;163;0;03.29.05.681
02.25877;286201;163;0;03.29.05.681
02.25877;286202;163;0;03.29.05.681
02.25877;286203;163;0;03.29.05.681
02.25980;286204;163;0;03.29.05.681
02.25774;286205;163;0;03.29.05.681
02.25774;286206;163;0;03.29.05.681
02.25619;286207;163;0;03.29.05.681
02.26187;286208;163;0;03.29.05.681
02.25774;286209;163;0;03.29.05.681
02.25826;286210;163;0;03.29.05.725
02.26083;286211;163;0;03.29.05.725
02.25929;286212;163;0;03.29.05.725
02.26032;286213;163;0;03.29.05.725
02.25980;286214;163;0;03.29.05.725
02.25877;286215;163;0;03.29.05.725
02.25414;286216;163;0;03.29.05.725
02.25929;286217;163;0;03.29.05.725
02.25723;286218;163;0;03.29.05.725
02.26032;286219;163;0;03.29.05.725
02.26135;286220;163;0;03.29.05.771
02.25774;286221;163;0;03.29.05.771
02.25980;286222;163;0;03.29.05.771
02.25774;286223;163;0;03.29.05.771
02.25774;286224;163;0;03.29.05.771
02.25929;286225;163;0;03.29.05.771
02.25723;286226;163;0;03.29.05.771
02.25980;286227;163;0;03.29.05.771
02.25877;286228;163;0;03.29.05.771
02.25826;286229;163;0;03.29.05.771
02.25877;286230;163;0;03.29.05.826
02.25671;286231;163;0;03.29.05.826
02.25671;286232;163;0;03.29.05.826
02.25774;286233;163;0;03.29.05.826
02.25465;286234;163;0;03.29.05.826
02.25774;286235;163;0;03.29.05.826
02.25877;286236;163;0;03.29.05.826
02.25671;286237;163;0;03.29.05.826
02.25826;286238;163;0;03.29.05.826
02.25774;286239;163;0;03.29.05.826
02.25929;286240;163;0;03.29.05.869
02.25311;286241;163;0;03.29.05.869
02.25929;286242;163;0;03.29.05.869
02.25671;286243;163;0;03.29.05.869
02.25568;286244;163;0;03.29.05.869
02.25929;286245;163;0;03.29.05.869
02.25929;286246;163;0;03.29.05.869
02.25774;286247;163;0;03.29.05.869
02.25929;286248;163;0;03.29.05.869
02.25980;286249;163;0;03.29.05.869
02.25826;286250;163;0;03.29.05.924
02.25516;286251;163;0;03.29.05.924
02.25516;286252;163;0;03.29.05.924
02.25826;286253;163;0;03.29.05.924
02.25826;286254;163;0;03.29.05.924
02.25826;286255;163;0;03.29.05.924
02.25671;286256;163;0;03.29.05.924
02.25723;286257;163;0;03.29.05.924
02.25929;286258;163;0;03.29.05.935
02.25671;286259;163;0;03.29.05.935
02.25671;286260;163;0;03.29.05.968
02.26032;286261;163;0;03.29.05.968
02.25929;286262;163;0;03.29.05.968
02.25929;286263;163;0;03.29.05.968
02.25619;286264;163;0;03.29.05.968
02.25980;286265;163;0;03.29.05.968
02.25105;286266;163;0;03.29.05.968
02.25671;286267;163;0;03.29.05.968
02.25671;286268;163;0;03.29.05.969
02.25568;286269;163;0;03.29.05.980
02.25826;286270;163;0;03.29.06.013
02.25723;286271;163;0;03.29.06.013
02.25671;286272;163;0;03.29.06.013
02.25723;286273;163;0;03.29.06.013
02.25723;286274;163;0;03.29.06.013
02.25723;286275;163;0;03.29.06.013
02.25774;286276;163;0;03.29.06.013
02.25723;286277;163;0;03.29.06.024
02.25774;286278;163;0;03.29.06.024
02.25723;286279;163;0;03.29.06.024
02.25774;286280;163;0;03.29.06.068
02.25671;286281;163;0;03.29.06.068
02.25723;286282;163;0;03.29.06.068
02.25723;286283;163;0;03.29.06.068
02.25465;286284;163;0;03.29.06.068
02.25774;286285;163;0;03.29.06.068
02.25723;286286;163;0;03.29.06.079
02.25929;286287;163;0;03.29.06.079
02.25774;286288;163;0;03.29.06.079
02.25723;286289;163;0;03.29.06.079
02.25568;286290;163;0;03.29.06.112
02.25259;286291;163;0;03.29.06.112
02.25774;286292;163;0;03.29.06.112
02.25465;286293;163;0;03.29.06.112
02.25980;286294;163;0;03.29.06.123
02.25723;286295;163;0;03.29.06.123
02.25929;286296;163;0;03.29.06.123
02.25929;286297;163;0;03.29.06.123
02.25671;286298;163;0;03.29.06.123
02.25619;286299;163;0;03.29.06.123
02.25671;286300;163;0;03.29.06.167
02.25774;286301;163;0;03.29.06.167
02.25619;286302;163;0;03.29.06.178
02.25774;286303;163;0;03.29.06.178
02.25929;286304;163;0;03.29.06.178
02.25826;286305;163;0;03.29.06.178
02.25516;286306;163;0;03.29.06.178
02.25723;286307;163;0;03.29.06.178
02.25671;286308;163;0;03.29.06.178
02.25619;286309;163;0;03.29.06.178
02.25929;286310;163;0;03.29.06.221
02.25671;286311;163;0;03.29.06.221
02.25774;286312;163;0;03.29.06.221
02.26032;286313;163;0;03.29.06.221
02.25619;286314;163;0;03.29.06.221
02.25619;286315;163;0;03.29.06.221
02.24386;286316;163;0;03.29.06.221
02.25723;286317;163;0;03.29.06.221
02.25723;286318;163;0;03.29.06.221
02.25568;286319;163;0;03.29.06.221
02.25671;286320;163;0;03.29.06.265
02.25568;286321;163;0;03.29.06.265
02.25929;286322;163;0;03.29.06.265
02.25723;286323;163;0;03.29.06.265
02.25774;286324;163;0;03.29.06.265
02.25723;286325;163;0;03.29.06.265
02.25774;286326;163;0;03.29.06.265
02.25568;286327;163;0;03.29.06.265
02.25465;286328;163;0;03.29.06.265
02.25414;286329;163;0;03.29.06.265
02.25568;286330;163;0;03.29.06.320
02.25774;286331;163;0;03.29.06.320
02.25929;286332;163;0;03.29.06.320
02.25516;286333;163;0;03.29.06.320
02.25619;286334;163;0;03.29.06.320
02.25619;286335;163;0;03.29.06.320
02.25723;286336;163;0;03.29.06.320
02.25723;286337;163;0;03.29.06.320
02.25619;286338;163;0;03.29.06.320
02.25723;286339;163;0;03.29.06.320
02.25414;286340;163;0;03.29.06.364
02.24232;286341;163;0;03.29.06.364
02.25568;286342;163;0;03.29.06.364
02.25465;286343;163;0;03.29.06.364
02.25619;286344;163;0;03.29.06.364
02.25671;286345;163;0;03.29.06.364
02.25516;286346;163;0;03.29.06.364
02.25465;286347;163;0;03.29.06.364
02.25414;286348;163;0;03.29.06.364
02.25568;286349;163;0;03.29.06.375
02.25671;286350;163;0;03.29.06.418
02.25671;286351;163;0;03.29.06.418
02.25516;286352;163;0;03.29.06.418
02.25619;286353;163;0;03.29.06.418
02.26032;286354;163;0;03.29.06.418
02.25619;286355;163;0;03.29.06.418
02.25723;286356;163;0;03.29.06.418
02.25465;286357;163;0;03.29.06.418
02.25516;286358;163;0;03.29.06.429
02.25516;286359;163;0;03.29.06.429
02.25619;286360;163;0;03.29.06.462
02.25671;286361;163;0;03.29.06.462
02.25568;286362;163;0;03.29.06.462
02.25671;286363;163;0;03.29.06.462
02.25774;286364;163;0;03.29.06.462
02.25723;286365;163;0;03.29.06.462
02.24848;286366;163;0;03.29.06.473
02.25362;286367;163;0;03.29.06.473
02.25516;286368;163;0;03.29.06.473
02.25671;286369;163;0;03.29.06.473
02.25465;286370;163;0;03.29.06.506
02.25671;286371;163;0;03.29.06.506
02.25774;286372;163;0;03.29.06.506
02.25568;286373;163;0;03.29.06.506
02.25671;286374;163;0;03.29.06.506
02.25619;286375;163;0;03.29.06.517
02.25826;286376;163;0;03.29.06.517
02.25723;286377;163;0;03.29.06.517
02.25259;286378;163;0;03.29.06.517
02.25619;286379;163;0;03.29.06.517
02.25671;286380;163;0;03.29.06.561
02.25362;286381;163;0;03.29.06.561
02.25723;286382;163;0;03.29.06.561
02.25619;286383;163;0;03.29.06.572
02.25362;286384;163;0;03.29.06.572
02.25516;286385;163;0;03.29.06.572
02.25568;286386;163;0;03.29.06.572
02.25465;286387;163;0;03.29.06.572
02.25619;286388;163;0;03.29.06.572
02.25259;286389;163;0;03.29.06.572
02.25516;286390;163;0;03.29.06.605
02.25826;286391;163;0;03.29.06.616
02.25723;286392;163;0;03.29.06.616
02.25568;286393;163;0;03.29.06.616
02.25516;286394;163;0;03.29.06.616
02.25465;286395;163;0;03.29.06.616
02.25465;286396;163;0;03.29.06.616
02.25516;286397;163;0;03.29.06.616
02.25568;286398;163;0;03.29.06.616
02.25723;286399;163;0;03.29.06.616
02.25516;286400;163;0;03.29.06.671
02.25362;286401;163;0;03.29.06.671
02.25311;286402;163;0;03.29.06.671
02.25568;286403;163;0;03.29.06.671
02.25414;286404;163;0;03.29.06.671
02.25465;286405;163;0;03.29.06.671
02.25414;286406;163;0;03.29.06.671
02.25516;286407;163;0;03.29.06.671
02.25465;286408;163;0;03.29.06.671
02.25414;286409;163;0;03.29.06.671
02.25723;286410;163;0;03.29.06.715
02.25619;286411;163;0;03.29.06.715
02.25671;286412;163;0;03.29.06.715
02.25465;286413;163;0;03.29.06.715
02.25516;286414;163;0;03.29.06.715
02.25414;286415;163;0;03.29.06.715
02.24899;286416;163;0;03.29.06.715
02.25568;286417;163;0;03.29.06.715
02.25516;286418;163;0;03.29.06.715
02.25568;286419;163;0;03.29.06.715
02.25259;286420;163;0;03.29.06.758
02.25619;286421;163;0;03.29.06.758
02.25465;286422;163;0;03.29.06.758
02.25465;286423;163;0;03.29.06.758
02.25362;286424;163;0;03.29.06.758
02.25362;286425;163;0;03.29.06.758
02.25465;286426;163;0;03.29.06.758
02.25619;286427;163;0;03.29.06.758
02.25723;286428;163;0;03.29.06.758
02.25619;286429;163;0;03.29.06.758
02.25311;286430;163;0;03.29.06.812
02.25671;286431;163;0;03.29.06.812
02.25362;286432;163;0;03.29.06.812
02.25568;286433;163;0;03.29.06.812
02.25619;286434;163;0;03.29.06.812
02.25671;286435;163;0;03.29.06.812
02.25465;286436;163;0;03.29.06.812
02.25568;286437;163;0;03.29.06.823
02.25723;286438;163;0;03.29.06.823
02.25414;286439;163;0;03.29.06.823
02.25619;286440;163;0;03.29.06.856
02.24334;286441;163;0;03.29.06.856
02.25311;286442;163;0;03.29.06.856
02.25671;286443;163;0;03.29.06.856
02.25414;286444;163;0;03.29.06.856
02.25414;286445;163;0;03.29.06.856
02.25723;286446;163;0;03.29.06.856
02.25723;286447;163;0;03.29.06.867
02.25414;286448;163;0;03.29.06.867
02.25877;286449;163;0;03.29.06.867
02.25619;286450;163;0;03.29.06.911
02.25362;286451;163;0;03.29.06.911
02.25465;286452;163;0;03.29.06.911
02.25414;286453;163;0;03.29.06.911
02.25516;286454;163;0;03.29.06.911
02.25516;286455;163;0;03.29.06.922
02.25311;286456;163;0;03.29.06.922
02.25414;286457;163;0;03.29.06.922
02.25516;286458;163;0;03.29.06.922
02.25568;286459;163;0;03.29.06.922
02.25568;286460;163;0;03.29.06.955
02.25516;286461;163;0;03.29.06.955
02.25516;286462;163;0;03.29.06.955
02.25465;286463;163;0;03.29.06.966
02.25465;286464;163;0;03.29.06.966
02.25619;286465;163;0;03.29.06.966
02.25053;286466;163;0;03.29.06.966
02.25465;286467;163;0;03.29.06.966
02.25516;286468;163;0;03.29.06.966
02.25516;286469;163;0;03.29.06.966
02.25774;286470;163;0;03.29.06.999
02.25465;286471;163;0;03.29.06.999
02.25723;286472;163;0;03.29.07.010
02.25723;286473;163;0;03.29.07.010
02.25465;286474;163;0;03.29.07.010
02.25723;286475;163;0;03.29.07.010
02.25723;286476;163;0;03.29.07.010
