data1;dato2;dato3;dato4;time
02.51522;130880;171;0;03.16.16.907
02.51241;130881;171;0;03.16.16.907
02.51410;130882;171;0;03.16.16.907
02.51410;130883;171;0;03.16.16.907
02.51634;130884;171;0;03.16.16.907
02.51466;130885;171;0;03.16.16.907
02.51410;130886;171;0;03.16.16.907
02.51410;130887;171;0;03.16.16.907
02.51241;130888;171;0;03.16.16.907
02.51578;130889;171;0;03.16.16.907
02.51410;130890;171;1;03.16.16.955
02.51522;130891;171;1;03.16.16.955
02.51297;130892;171;1;03.16.16.955
02.51297;130893;171;1;03.16.16.955
02.51578;130894;171;1;03.16.16.955
02.51185;130895;171;1;03.16.16.955
02.51634;130896;171;1;03.16.16.955
02.51410;130897;171;1;03.16.16.955
02.51354;130898;171;1;03.16.16.955
02.51297;130899;171;1;03.16.16.955
03.14061;130900;157;1;03.16.16.987
03.14401;130901;157;1;03.16.16.998
03.13994;130902;157;1;03.16.16.998
03.13112;130903;157;1;03.16.16.998
03.12435;130904;157;1;03.16.16.998
03.11287;130905;157;1;03.16.16.998
03.09942;130906;157;1;03.16.16.998
03.08135;130907;157;1;03.16.16.998
03.05674;130908;157;1;03.16.16.998
03.03955;130909;157;1;03.16.16.998
03.01197;130910;157;1;03.16.17.053
02.98915;130911;157;1;03.16.17.053
02.95876;130912;157;1;03.16.17.053
02.93375;130913;157;1;03.16.17.053
02.90639;130914;157;1;03.16.17.053
02.87926;130915;157;1;03.16.17.053
02.85047;130916;157;1;03.16.17.053
02.82503;130917;157;1;03.16.17.053
02.79856;130918;157;1;03.16.17.053
02.77048;130919;157;1;03.16.17.053
02.74806;130920;157;1;03.16.17.097
02.72521;130921;157;1;03.16.17.097
02.70132;130922;157;1;03.16.17.097
02.68116;130923;157;1;03.16.17.097
02.66406;130924;157;1;03.16.17.097
02.64004;130925;157;1;03.16.17.097
02.62374;130926;157;1;03.16.17.097
02.60984;130927;157;1;03.16.17.097
02.59082;130928;157;1;03.16.17.097
02.57477;130929;157;1;03.16.17.097
02.56393;130930;157;1;03.16.17.151
02.55483;130931;157;1;03.16.17.151
02.54462;130932;157;1;03.16.17.151
02.53670;130933;157;1;03.16.17.151
02.52543;130934;157;1;03.16.17.151
02.51868;130935;157;1;03.16.17.151
02.51083;130936;157;1;03.16.17.151
02.49018;130937;157;1;03.16.17.151
02.50077;130938;157;1;03.16.17.151
02.49463;130939;157;1;03.16.17.151
02.49185;130940;157;1;03.16.17.195
02.48573;130941;157;1;03.16.17.195
02.48184;130942;157;1;03.16.17.195
02.47963;130943;157;1;03.16.17.195
02.47907;130944;157;1;03.16.17.195
02.47464;130945;157;1;03.16.17.195
02.47187;130946;157;1;03.16.17.195
02.47243;130947;157;1;03.16.17.195
02.46800;130948;157;1;03.16.17.206
02.46579;130949;157;1;03.16.17.206
02.46248;130950;157;1;03.16.17.239
02.46579;130951;157;1;03.16.17.239
02.45918;130952;157;1;03.16.17.239
02.45808;130953;157;1;03.16.17.239
