data1;dato2;dato3;dato4;time
02.12420;354320;167;0;03.34.42.836
02.12469;354321;167;0;03.34.42.836
02.12716;354322;167;0;03.34.42.836
02.12617;354323;167;0;03.34.42.836
02.12469;354324;167;0;03.34.42.836
02.12371;354325;167;0;03.34.42.836
02.12075;354326;167;0;03.34.42.836
02.11977;354327;167;0;03.34.42.836
02.12371;354328;167;0;03.34.42.847
02.12321;354329;167;0;03.34.42.847
02.12518;354330;167;1;03.34.42.881
02.12420;354331;167;1;03.34.42.881
02.12371;354332;167;1;03.34.42.881
02.12420;354333;167;1;03.34.42.881
02.12272;354334;167;1;03.34.42.881
02.12174;354335;167;1;03.34.42.881
02.12272;354336;167;1;03.34.42.881
02.12321;354337;167;1;03.34.42.892
02.12420;354338;167;1;03.34.42.892
02.12272;354339;167;1;03.34.42.892
02.12518;354340;167;0;03.34.42.925
02.12223;354341;167;0;03.34.42.925
02.12469;354342;167;0;03.34.42.925
02.12469;354343;167;0;03.34.42.925
02.12371;354344;167;0;03.34.42.925
02.12420;354345;167;0;03.34.42.925
02.12223;354346;167;0;03.34.42.936
02.12469;354347;167;0;03.34.42.936
02.12469;354348;167;0;03.34.42.936
02.12174;354349;167;0;03.34.42.936
02.12518;354350;167;0;03.34.42.980
02.12321;354351;167;0;03.34.42.980
02.12321;354352;167;0;03.34.42.980
02.12420;354353;167;0;03.34.42.980
02.12272;354354;167;0;03.34.42.991
02.12371;354355;167;0;03.34.42.991
02.12518;354356;167;0;03.34.42.991
02.12321;354357;167;0;03.34.42.991
02.12469;354358;167;0;03.34.42.991
02.12272;354359;167;0;03.34.42.991
02.12469;354360;167;0;03.34.43.023
02.12321;354361;167;0;03.34.43.023
02.12272;354362;167;0;03.34.43.023
02.12321;354363;167;0;03.34.43.034
02.12469;354364;167;0;03.34.43.034
02.12223;354365;167;0;03.34.43.034
02.12420;354366;167;0;03.34.43.034
02.12420;354367;167;0;03.34.43.034
02.12371;354368;167;0;03.34.43.034
02.12272;354369;167;0;03.34.43.034
02.12321;354370;167;0;03.34.43.089
02.12321;354371;167;0;03.34.43.089
02.12223;354372;167;0;03.34.43.089
02.12321;354373;167;0;03.34.43.089
02.12420;354374;167;0;03.34.43.089
02.12174;354375;167;0;03.34.43.089
02.12518;354376;167;0;03.34.43.089
02.12371;354377;167;0;03.34.43.089
02.12420;354378;167;0;03.34.43.089
02.12420;354379;167;0;03.34.43.089
02.12321;354380;167;0;03.34.43.133
02.12371;354381;167;0;03.34.43.133
02.12371;354382;167;0;03.34.43.133
02.12518;354383;167;0;03.34.43.133
02.12420;354384;167;0;03.34.43.133
02.12272;354385;167;0;03.34.43.133
02.12469;354386;167;0;03.34.43.133
02.12420;354387;167;0;03.34.43.133
02.12272;354388;167;0;03.34.43.133
02.12272;354389;167;0;03.34.43.133
02.12518;354390;167;0;03.34.43.178
02.12174;354391;167;0;03.34.43.178
02.12617;354392;167;0;03.34.43.178
02.12174;354393;167;0;03.34.43.178
02.12174;354394;167;0;03.34.43.178
02.12321;354395;167;0;03.34.43.178
02.12272;354396;167;0;03.34.43.178
02.12420;354397;167;0;03.34.43.178
02.12272;354398;167;0;03.34.43.178
02.12075;354399;167;0;03.34.43.178
02.11436;354400;167;0;03.34.43.232
02.12518;354401;167;0;03.34.43.232
02.12272;354402;167;0;03.34.43.232
02.12420;354403;167;0;03.34.43.232
02.12321;354404;167;0;03.34.43.232
02.12420;354405;167;0;03.34.43.232
02.12223;354406;167;0;03.34.43.232
02.12223;354407;167;0;03.34.43.243
02.12420;354408;167;0;03.34.43.243
02.12469;354409;167;0;03.34.43.243
02.12321;354410;167;0;03.34.43.276
02.12321;354411;167;0;03.34.43.276
02.12420;354412;167;0;03.34.43.276
02.12272;354413;167;0;03.34.43.276
02.12223;354414;167;0;03.34.43.276
02.12272;354415;167;0;03.34.43.276
02.12272;354416;167;0;03.34.43.276
02.12371;354417;167;0;03.34.43.276
02.12272;354418;167;0;03.34.43.276
02.12223;354419;167;0;03.34.43.276
02.12272;354420;167;0;03.34.43.331
02.12321;354421;167;0;03.34.43.331
02.12371;354422;167;0;03.34.43.331
02.12321;354423;167;0;03.34.43.331
02.12469;354424;167;0;03.34.43.331
02.12272;354425;167;0;03.34.43.331
02.12518;354426;167;0;03.34.43.331
02.12124;354427;167;0;03.34.43.331
02.12321;354428;167;0;03.34.43.342
02.12371;354429;167;0;03.34.43.342
02.12420;354430;167;0;03.34.43.375
02.12321;354431;167;0;03.34.43.375
02.12469;354432;167;0;03.34.43.375
02.12124;354433;167;0;03.34.43.375
02.12272;354434;167;0;03.34.43.386
02.12469;354435;167;0;03.34.43.386
02.12371;354436;167;0;03.34.43.386
02.12174;354437;167;0;03.34.43.386
02.12321;354438;167;0;03.34.43.386
02.12420;354439;167;0;03.34.43.386
02.12518;354440;167;0;03.34.43.419
02.12272;354441;167;0;03.34.43.419
02.12321;354442;167;0;03.34.43.419
02.12420;354443;167;0;03.34.43.419
02.12174;354444;167;0;03.34.43.419
02.12469;354445;167;0;03.34.43.430
02.12568;354446;167;0;03.34.43.430
02.12420;354447;167;0;03.34.43.430
02.12272;354448;167;0;03.34.43.430
02.12321;354449;167;0;03.34.43.430
02.11142;354450;167;0;03.34.43.474
02.12272;354451;167;0;03.34.43.474
02.12272;354452;167;0;03.34.43.474
02.12075;354453;167;0;03.34.43.485
02.12223;354454;167;0;03.34.43.485
02.12371;354455;167;0;03.34.43.485
02.12568;354456;167;0;03.34.43.485
02.12321;354457;167;0;03.34.43.485
02.12124;354458;167;0;03.34.43.485
02.12321;354459;167;0;03.34.43.485
02.12371;354460;167;0;03.34.43.519
02.12223;354461;167;0;03.34.43.519
02.12420;354462;167;0;03.34.43.519
02.12272;354463;167;0;03.34.43.530
02.12371;354464;167;0;03.34.43.530
02.12469;354465;167;0;03.34.43.530
02.12124;354466;167;0;03.34.43.530
02.12174;354467;167;0;03.34.43.530
02.12469;354468;167;0;03.34.43.530
02.12272;354469;167;0;03.34.43.530
02.12223;354470;167;0;03.34.43.573
02.12174;354471;167;0;03.34.43.584
02.12568;354472;167;0;03.34.43.584
02.12469;354473;167;0;03.34.43.584
02.12223;354474;167;0;03.34.43.584
02.12371;354475;167;0;03.34.43.584
02.12272;354476;167;0;03.34.43.584
02.12223;354477;167;0;03.34.43.584
02.12272;354478;167;0;03.34.43.584
02.12420;354479;167;0;03.34.43.584
02.12617;354480;167;0;03.34.43.628
02.12321;354481;167;0;03.34.43.628
02.12174;354482;167;0;03.34.43.628
02.12420;354483;167;0;03.34.43.628
02.12321;354484;167;0;03.34.43.628
02.12272;354485;167;0;03.34.43.628
02.12420;354486;167;0;03.34.43.628
02.12026;354487;167;0;03.34.43.628
02.11780;354488;167;0;03.34.43.628
02.12321;354489;167;0;03.34.43.628
02.12420;354490;167;0;03.34.43.672
02.12174;354491;167;0;03.34.43.672
02.12321;354492;167;0;03.34.43.672
02.12272;354493;167;0;03.34.43.672
02.12420;354494;167;0;03.34.43.672
02.12174;354495;167;0;03.34.43.672
02.12272;354496;167;0;03.34.43.672
02.12321;354497;167;0;03.34.43.672
02.12124;354498;167;0;03.34.43.672
