data1;dato2;dato3;dato4;time
03.16666;638560;142;1;04.03.48.091
03.16187;638561;142;1;04.03.48.091
03.16597;638562;142;1;04.03.48.091
03.16255;638563;142;1;04.03.48.091
03.16255;638564;142;1;04.03.48.091
03.16460;638565;142;1;04.03.48.091
03.16392;638566;142;1;04.03.48.091
03.16187;638567;142;1;04.03.48.105
03.16323;638568;142;1;04.03.48.105
03.16529;638569;142;1;04.03.48.105
03.09887;638570;143;1;04.03.48.149
03.11636;638571;143;1;04.03.48.149
03.11434;638572;143;1;04.03.48.149
03.11434;638573;143;1;04.03.48.149
03.11704;638574;143;1;04.03.48.149
03.11367;638575;143;1;04.03.48.149
03.11501;638576;143;1;04.03.48.149
03.11839;638577;143;1;04.03.48.149
03.11906;638578;143;1;04.03.48.149
03.12041;638579;143;1;04.03.48.149
03.12244;638580;143;1;04.03.48.192
03.12514;638581;143;1;04.03.48.192
03.12853;638582;143;1;04.03.48.192
03.12785;638583;143;1;04.03.48.192
03.13191;638584;143;1;04.03.48.192
03.13598;638585;143;1;04.03.48.192
03.13666;638586;143;1;04.03.48.192
03.13666;638587;143;1;04.03.48.192
03.14005;638588;143;1;04.03.48.203
03.14073;638589;143;1;04.03.48.203
03.14277;638590;143;1;04.03.48.247
03.14413;638591;143;1;04.03.48.247
03.14617;638592;143;1;04.03.48.247
03.14890;638593;143;1;04.03.48.247
03.15230;638594;143;1;04.03.48.247
03.15162;638595;143;1;04.03.48.247
03.15639;638596;143;1;04.03.48.258
03.15435;638597;143;1;04.03.48.258
03.15913;638598;143;1;04.03.48.258
03.16049;638599;143;1;04.03.48.258
03.15844;638600;143;1;04.03.48.291
03.16254;638601;143;1;04.03.48.291
03.16323;638602;143;1;04.03.48.291
03.16323;638603;143;1;04.03.48.291
03.16665;638604;143;1;04.03.48.302
03.16733;638605;143;1;04.03.48.302
03.16459;638606;143;1;04.03.48.302
03.16391;638607;143;1;04.03.48.302
03.16870;638608;143;1;04.03.48.302
03.16802;638609;143;1;04.03.48.302
03.16391;638610;143;1;04.03.48.335
03.16802;638611;143;1;04.03.48.335
03.16870;638612;143;1;04.03.48.335
03.16939;638613;143;1;04.03.48.346
03.16802;638614;143;1;04.03.48.346
03.16870;638615;143;1;04.03.48.346
03.16939;638616;143;1;04.03.48.346
03.17007;638617;143;1;04.03.48.346
03.17350;638618;143;1;04.03.48.346
03.16802;638619;143;1;04.03.48.346
03.15230;638620;143;1;04.03.48.390
03.17144;638621;143;1;04.03.48.400
03.16596;638622;143;1;04.03.48.400
03.17213;638623;143;1;04.03.48.400
03.16870;638624;143;1;04.03.48.400
03.17076;638625;143;1;04.03.48.400
03.17076;638626;143;1;04.03.48.400
03.16665;638627;143;1;04.03.48.400
03.16870;638628;143;1;04.03.48.400
03.17007;638629;143;1;04.03.48.400
03.16665;638630;143;0;04.03.48.444
03.16939;638631;143;0;04.03.48.444
03.16870;638632;143;0;04.03.48.444
03.16870;638633;143;0;04.03.48.444
03.16939;638634;143;0;04.03.48.444
03.17007;638635;143;0;04.03.48.444
03.17144;638636;143;0;04.03.48.444
03.17419;638637;143;0;04.03.48.444
03.17213;638638;143;0;04.03.48.444
03.17076;638639;143;0;04.03.48.444
03.16939;638640;143;0;04.03.48.499
03.17076;638641;143;0;04.03.48.499
03.17007;638642;143;0;04.03.48.499
03.16802;638643;143;0;04.03.48.499
03.17007;638644;143;0;04.03.48.499
03.16870;638645;143;0;04.03.48.499
03.16733;638646;143;0;04.03.48.499
03.16118;638647;143;0;04.03.48.499
03.17007;638648;143;0;04.03.48.499
03.16802;638649;143;0;04.03.48.499
03.16939;638650;143;0;04.03.48.543
03.16802;638651;143;0;04.03.48.543
03.16802;638652;143;0;04.03.48.543
03.17281;638653;143;0;04.03.48.543
03.17076;638654;143;0;04.03.48.543
03.16665;638655;143;0;04.03.48.543
03.16870;638656;143;0;04.03.48.543
03.16870;638657;143;0;04.03.48.543
03.16665;638658;143;0;04.03.48.543
03.16870;638659;143;0;04.03.48.543
03.17007;638660;143;0;04.03.48.587
03.17281;638661;143;0;04.03.48.587
03.17007;638662;143;0;04.03.48.587
03.16596;638663;143;0;04.03.48.587
03.17281;638664;143;0;04.03.48.587
03.17419;638665;143;0;04.03.48.587
03.17007;638666;143;0;04.03.48.587
03.16870;638667;143;0;04.03.48.587
03.16596;638668;143;0;04.03.48.587
03.17281;638669;143;0;04.03.48.598
03.17076;638670;143;0;04.03.48.642
03.16596;638671;143;0;04.03.48.642
03.16596;638672;143;0;04.03.48.642
03.16733;638673;143;0;04.03.48.642
03.16939;638674;143;0;04.03.48.642
03.17007;638675;143;0;04.03.48.642
03.16939;638676;143;0;04.03.48.642
03.16939;638677;143;0;04.03.48.653
03.16939;638678;143;0;04.03.48.653
03.16802;638679;143;0;04.03.48.653
03.16596;638680;143;0;04.03.48.686
03.16870;638681;143;0;04.03.48.686
03.16596;638682;143;0;04.03.48.686
03.16118;638683;143;0;04.03.48.686
03.16459;638684;143;0;04.03.48.686
03.16870;638685;143;0;04.03.48.697
03.17007;638686;143;0;04.03.48.697
03.17076;638687;143;0;04.03.48.697
03.16802;638688;143;0;04.03.48.697
03.16802;638689;143;0;04.03.48.697
03.16733;638690;143;0;04.03.48.741
03.16939;638691;143;0;04.03.48.741
03.16596;638692;143;0;04.03.48.741
03.16665;638693;143;0;04.03.48.741
03.16870;638694;143;0;04.03.48.752
03.16939;638695;143;0;04.03.48.752
03.17007;638696;143;0;04.03.48.752
03.15639;638697;143;0;04.03.48.752
03.16802;638698;143;0;04.03.48.752
03.17076;638699;143;0;04.03.48.752
03.16596;638700;143;0;04.03.48.784
03.16733;638701;143;0;04.03.48.784
03.17076;638702;143;0;04.03.48.795
03.16733;638703;143;0;04.03.48.795
03.16802;638704;143;0;04.03.48.795
03.16733;638705;143;0;04.03.48.795
03.17007;638706;143;0;04.03.48.795
03.16323;638707;143;0;04.03.48.795
03.16459;638708;143;0;04.03.48.795
03.16528;638709;143;0;04.03.48.795
03.16596;638710;143;0;04.03.48.829
03.16391;638711;143;0;04.03.48.829
03.16665;638712;143;0;04.03.48.840
03.16459;638713;143;0;04.03.48.840
03.17076;638714;143;0;04.03.48.840
03.16254;638715;143;0;04.03.48.840
03.16733;638716;143;0;04.03.48.840
03.16528;638717;143;0;04.03.48.840
03.16596;638718;143;0;04.03.48.840
03.16733;638719;143;0;04.03.48.840
03.16802;638720;143;0;04.03.48.895
03.16733;638721;143;0;04.03.48.895
03.15094;638722;143;0;04.03.48.895
03.16665;638723;143;0;04.03.48.895
03.16391;638724;143;0;04.03.48.895
03.16528;638725;143;0;04.03.48.895
03.16665;638726;143;0;04.03.48.895
03.16323;638727;143;0;04.03.48.895
03.16391;638728;143;0;04.03.48.895
03.16459;638729;143;0;04.03.48.895
03.16733;638730;143;0;04.03.48.939
03.16528;638731;143;0;04.03.48.939
03.16254;638732;143;0;04.03.48.939
03.16186;638733;143;0;04.03.48.939
03.16254;638734;143;0;04.03.48.939
03.16459;638735;143;0;04.03.48.939
03.16391;638736;143;0;04.03.48.939
03.16459;638737;143;0;04.03.48.939
03.16323;638738;143;0;04.03.48.939
03.16459;638739;143;0;04.03.48.939
03.15844;638740;143;0;04.03.48.994
03.16528;638741;143;0;04.03.48.994
03.16391;638742;143;0;04.03.48.994
03.16391;638743;143;0;04.03.48.994
03.16186;638744;143;0;04.03.48.994
03.15844;638745;143;0;04.03.48.994
03.16254;638746;143;0;04.03.48.994
03.15298;638747;143;0;04.03.48.994
03.16118;638748;143;0;04.03.48.994
03.16459;638749;143;0;04.03.48.994
03.16391;638750;143;0;04.03.49.038
03.16323;638751;143;0;04.03.49.038
03.16049;638752;143;0;04.03.49.038
03.16459;638753;143;0;04.03.49.038
03.16391;638754;143;0;04.03.49.038
03.16118;638755;143;0;04.03.49.038
03.16118;638756;143;0;04.03.49.038
03.15844;638757;143;0;04.03.49.038
03.16049;638758;143;0;04.03.49.038
03.16459;638759;143;0;04.03.49.049
03.16186;638760;143;0;04.03.49.082
03.16323;638761;143;0;04.03.49.082
03.16596;638762;143;0;04.03.49.082
03.16186;638763;143;0;04.03.49.082
03.16254;638764;143;0;04.03.49.082
03.16049;638765;143;0;04.03.49.082
03.15981;638766;143;0;04.03.49.082
03.16049;638767;143;0;04.03.49.082
03.16254;638768;143;0;04.03.49.082
03.16118;638769;143;0;04.03.49.093
03.16323;638770;143;0;04.03.49.138
03.16323;638771;143;0;04.03.49.138
03.15503;638772;143;0;04.03.49.138
03.16186;638773;143;0;04.03.49.138
03.16186;638774;143;0;04.03.49.138
03.16118;638775;143;0;04.03.49.138
03.16254;638776;143;0;04.03.49.138
03.15913;638777;143;0;04.03.49.138
03.16323;638778;143;0;04.03.49.148
03.16118;638779;143;0;04.03.49.148
03.16118;638780;143;0;04.03.49.181
03.15913;638781;143;0;04.03.49.181
03.16186;638782;143;0;04.03.49.181
03.15708;638783;143;0;04.03.49.181
03.15913;638784;143;0;04.03.49.181
03.15844;638785;143;0;04.03.49.181
03.16254;638786;143;0;04.03.49.181
03.15913;638787;143;0;04.03.49.192
03.15844;638788;143;0;04.03.49.192
03.15981;638789;143;0;04.03.49.192
03.16186;638790;143;0;04.03.49.236
03.16118;638791;143;0;04.03.49.236
03.15981;638792;143;0;04.03.49.236
03.15913;638793;143;0;04.03.49.236
03.15844;638794;143;0;04.03.49.247
03.16049;638795;143;0;04.03.49.247
03.15844;638796;143;0;04.03.49.247
03.15844;638797;143;0;04.03.49.247
03.16049;638798;143;0;04.03.49.247
03.15913;638799;143;0;04.03.49.247
03.15503;638800;143;0;04.03.49.280
03.15913;638801;143;0;04.03.49.280
03.16049;638802;143;0;04.03.49.280
03.15776;638803;143;0;04.03.49.280
03.16186;638804;143;0;04.03.49.291
03.15844;638805;143;0;04.03.49.291
03.15503;638806;143;0;04.03.49.291
03.16049;638807;143;0;04.03.49.291
03.15639;638808;143;0;04.03.49.291
03.15844;638809;143;0;04.03.49.291
03.15776;638810;143;0;04.03.49.324
03.16186;638811;143;0;04.03.49.324
03.16118;638812;143;0;04.03.49.335
03.15913;638813;143;0;04.03.49.335
03.16118;638814;143;0;04.03.49.335
03.15776;638815;143;0;04.03.49.335
03.15913;638816;143;0;04.03.49.335
03.15913;638817;143;0;04.03.49.335
03.16049;638818;143;0;04.03.49.335
03.15981;638819;143;0;04.03.49.335
03.15981;638820;143;0;04.03.49.390
03.15571;638821;143;0;04.03.49.390
03.15639;638822;143;0;04.03.49.390
03.15913;638823;143;0;04.03.49.390
03.16049;638824;143;0;04.03.49.390
03.15639;638825;143;0;04.03.49.390
03.15708;638826;143;0;04.03.49.390
03.15776;638827;143;0;04.03.49.390
03.15571;638828;143;0;04.03.49.390
03.15776;638829;143;0;04.03.49.390
03.15571;638830;143;0;04.03.49.434
03.15162;638831;143;0;04.03.49.434
03.15844;638832;143;0;04.03.49.434
