data1;dato2;dato3;dato4;time
01.87294;086200;175;0;03.12.35.779
01.87339;086201;175;0;03.12.35.779
01.87204;086202;175;0;03.12.35.779
01.87294;086203;175;0;03.12.35.779
01.87114;086204;175;0;03.12.35.779
01.87339;086205;175;0;03.12.35.779
01.87114;086206;175;0;03.12.35.779
01.87069;086207;175;0;03.12.35.779
01.87429;086208;175;0;03.12.35.779
01.87294;086209;175;0;03.12.35.779
01.87159;086210;175;1;03.12.35.835
01.87339;086211;175;1;03.12.35.835
01.87520;086212;175;1;03.12.35.835
01.87204;086213;175;1;03.12.35.835
01.87429;086214;175;1;03.12.35.835
01.87339;086215;175;1;03.12.35.835
01.87429;086216;175;1;03.12.35.835
01.86618;086217;175;1;03.12.35.835
01.87429;086218;175;1;03.12.35.835
01.87159;086219;175;1;03.12.35.835
01.90606;086220;174;1;03.12.35.879
01.90698;086221;174;1;03.12.35.879
01.90835;086222;174;1;03.12.35.879
01.90835;086223;174;1;03.12.35.879
01.90652;086224;174;1;03.12.35.879
01.90424;086225;174;1;03.12.35.879
01.90515;086226;174;1;03.12.35.879
01.90424;086227;174;1;03.12.35.879
01.90515;086228;174;1;03.12.35.879
01.90196;086229;174;1;03.12.35.879
01.89968;086230;174;1;03.12.35.923
01.89968;086231;174;1;03.12.35.923
01.89741;086232;174;1;03.12.35.923
01.89513;086233;174;1;03.12.35.923
01.89695;086234;174;1;03.12.35.923
01.89332;086235;174;1;03.12.35.923
01.89422;086236;174;1;03.12.35.923
01.89286;086237;174;1;03.12.35.923
01.88878;086238;174;1;03.12.35.923
01.89104;086239;174;1;03.12.35.923
01.88832;086240;174;1;03.12.35.978
01.88606;086241;174;1;03.12.35.978
01.88153;086242;174;1;03.12.35.978
01.88379;086243;174;1;03.12.35.978
01.88289;086244;174;1;03.12.35.978
01.88062;086245;174;1;03.12.35.978
01.88017;086246;174;1;03.12.35.978
01.88017;086247;174;1;03.12.35.978
01.88017;086248;174;1;03.12.35.978
01.87927;086249;174;1;03.12.35.989
01.87836;086250;174;1;03.12.36.022
01.87746;086251;174;1;03.12.36.022
01.87701;086252;174;1;03.12.36.022
01.87610;086253;174;1;03.12.36.022
01.87701;086254;174;1;03.12.36.022
01.87610;086255;174;1;03.12.36.022
01.87565;086256;174;1;03.12.36.022
01.87430;086257;174;1;03.12.36.022
01.87565;086258;174;1;03.12.36.022
01.87565;086259;174;1;03.12.36.033
01.87340;086260;174;1;03.12.36.077
01.87565;086261;174;1;03.12.36.077
01.87565;086262;174;1;03.12.36.077
01.87385;086263;174;1;03.12.36.077
01.87475;086264;174;1;03.12.36.077
01.87295;086265;174;1;03.12.36.077
01.87295;086266;174;1;03.12.36.088
01.87295;086267;174;1;03.12.36.088
01.87610;086268;174;1;03.12.36.088
01.87250;086269;174;1;03.12.36.088
01.87340;086270;174;1;03.12.36.121
01.87565;086271;174;1;03.12.36.121
01.87385;086272;174;1;03.12.36.121
01.87475;086273;174;1;03.12.36.121
01.87340;086274;174;1;03.12.36.121
01.87340;086275;174;1;03.12.36.132
01.87385;086276;174;1;03.12.36.132
01.87430;086277;174;1;03.12.36.132
01.87250;086278;174;1;03.12.36.132
01.87385;086279;174;1;03.12.36.132
01.87295;086280;174;0;03.12.36.164
01.87475;086281;174;0;03.12.36.164
01.87385;086282;174;0;03.12.36.164
01.87295;086283;174;0;03.12.36.175
01.87430;086284;174;0;03.12.36.175
01.87385;086285;174;0;03.12.36.175
01.87430;086286;174;0;03.12.36.175
01.87475;086287;174;0;03.12.36.175
